index;name;serving_size;calories;total_fat;protein;carbohydrate;sugars;food_item;food_detail;detail1;food_key
8695;"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, porterhouse steak, short loin";100;194;8.8;26.89;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, separable lean only, porterhouse steak, short loin"; broiled;Beef broiled
8696;"Beef, cooked, all grades, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts";100;194;8.2;28.95;0.00;0.00;Beef;" all grades, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts"; cooked;Beef cooked
8697;"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, shank half, leg, fresh, imported, Australian";100;201;13;18.59;0.00;0;Lamb;" trimmed to 1/8"" fat, separable lean and fat, shank half, leg, fresh, imported, Australian"; raw;Lamb raw
8698;"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, steak, top round, round";100;185;5.5;31.82;0.00;0.00;Beef;" cooked, all grades, trimmed to 1/8"" fat, separable lean only, steak, top round, round"; broiled;Beef broiled
8699;Pork, cooked, separable lean only, composite of trimmed retail cuts (leg, loin, and shoulder), fresh;100;201;9.2;27.51;0.00;0.00;Pork; separable lean only, composite of trimmed retail cuts (leg, loin, and shoulder), fresh; cooked;Pork cooked
8700;"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak/roast";100;260;21;17.92;0.00;0.00;Beef;" choice, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak/roast"; raw;Beef raw
8701;"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak/roast";100;248;19;18.44;0.00;0.00;Beef;" select, trimmed to 1/8"" fat, separable lean and fat, lip-on, bone-in, rib eye steak/roast"; raw;Beef raw
8702;"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, inside skirt steak, plate";100;205;10;26.66;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean only, inside skirt steak, plate"; broiled;Beef broiled
8703;Infant formula, not reconstituted, liquid concentrate, with iron, ADVANCE, SIMILAC, ABBOTT NUTRITION;100;127;6.9;2.64;13.52;13.52;Infant formula; liquid concentrate, with iron, ADVANCE, SIMILAC, ABBOTT NUTRITION; not reconstituted;Infant formula not reconstituted
8704;"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, fresh, imported, Australian";100;262;21;16.48;0.00;0;Lamb;" trimmed to 1/8"" fat, separable lean and fat, blade, shoulder, fresh, imported, Australian"; raw;Lamb raw
8705;"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, t-bone steak, short loin";100;281;19;25.18;0.00;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean and fat, t-bone steak, short loin"; grilled;Beef grilled
8706;"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast or steak";100;123;4.1;21.64;0.00;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast or steak"; raw;Beef raw
8707;"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck";100;182;11;18.75;0.00;0.00;Beef;" choice, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck"; raw;Beef raw
8708;"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck";100;166;9.2;19.38;0.00;0.00;Beef;" select, trimmed to 0"" fat, separable lean and fat, steak, top blade, shoulder clod, chuck"; raw;Beef raw
8709;"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin";100;193;9.7;26.34;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin"; roasted;Beef roasted
8710;"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, ribeye petite roast";100;188;8.4;28.00;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean only, boneless, ribeye petite roast"; roasted;Beef roasted
8711;"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, boneless, ribeye petite roast";100;164;5.7;28.37;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, separable lean only, boneless, ribeye petite roast"; roasted;Beef roasted
8712;Infant formula, with ARA and DHA, ready-to-feed, with iron, LIPIL, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON;100;66;3.5;1.83;6.81;5.13;Infant formula; ready-to-feed, with iron, LIPIL, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON; with ARA and DHA;Infant formula with ARA and DHA
8713;"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts";100;214;14;20.01;0.00;0.00;Beef;" all grades, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts"; raw;Beef raw
8714;Pork, raw, separable lean and fat, composite of trimmed retail cuts (loin and shoulder blade), fresh;100;177;10;20.08;0.00;0.00;Pork; separable lean and fat, composite of trimmed retail cuts (loin and shoulder blade), fresh; raw;Pork raw
8715;Pork, cooked, separable lean only, composite of trimmed retail cuts (loin and shoulder blade), fresh;100;211;9.4;29.47;0.00;0;Pork; separable lean only, composite of trimmed retail cuts (loin and shoulder blade), fresh; cooked;Pork cooked
8716;"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean only, roast, bottom round , round";100;164;4.7;28.45;0.00;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean only, roast, bottom round , round"; roasted;Beef roasted
8717;"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, bottom round, round";100;217;7.7;34.39;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, separable lean and fat, steak, bottom round, round"; braised;Beef braised
8718;"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, roast, bottom round, round";100;175;6.1;28.08;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, separable lean and fat, roast, bottom round, round"; roasted;Beef roasted
8719;"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, roast, bottom round, round";100;199;9.4;26.76;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean and fat, roast, bottom round, round"; roasted;Beef roasted
8720;"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, bottom round, round";100;230;10;32.73;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, bottom round, round"; braised;Beef braised
8721;"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck";100;128;4.8;21.13;0.00;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean and fat, boneless, mock tender steak, chuck"; raw;Beef raw
8722;"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, porterhouse steak, short loin";100;224;13;25.51;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean only, porterhouse steak, short loin"; broiled;Beef broiled
8723;"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin filet";100;219;12;28.30;0.40;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin filet"; grilled;Beef grilled
8724;"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin filet";100;253;16;26.80;0.60;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, boneless, top loin filet"; grilled;Beef grilled
8725;"Beef, grilled, cooked, select, trimmed to 1/8"" fat, separable lean only, steak, top loin, short loin";100;177;5.7;29.44;0.00;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean only, steak, top loin, short loin"; grilled;Beef grilled
8726;"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean only, small end (ribs 10-12), rib";100;188;6.2;30.87;0.00;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean only, small end (ribs 10-12), rib"; broiled;Beef broiled
8727;"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean only, steak, top loin, short loin";100;201;8.5;29.16;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean only, steak, top loin, short loin"; broiled;Beef broiled
8728;Infant formula, prepared from liquid concentrate, DHA and ARA, with iron, GOOD START SUPREME, NESTLE;100;66;3.4;1.45;7.39;5.00;Infant formula; DHA and ARA, with iron, GOOD START SUPREME, NESTLE; prepared from liquid concentrate;Infant formula prepared from liquid concentrate
8729;"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, t-bone steak, short loin";100;294;21;24.21;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, t-bone steak, short loin"; grilled;Beef grilled
8730;"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak";100;146;7.3;20.16;0.00;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean and fat, boneless, shoulder top blade steak"; raw;Beef raw
8731;"Fast foods, regular patty; double decker bun with condiments and special sauce, cheeseburger; double";100;261;14;11.94;21.53;3.26;Fast foods;" cheeseburger; double";" regular patty; double decker bun with condiments and special sauce";"Fast foods regular patty; double decker bun with condiments and special sauce"
8732;"Beef, grilled, cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye steak";100;209;11;27.94;0.00;0.00;Beef;" cooked, all grades, trimmed to 0"" fat, separable lean only, boneless, chuck eye steak"; grilled;Beef grilled
8733;"Beef, broiled, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib";100;404;35;20.65;0.00;0;Beef;" cooked, prime, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib"; broiled;Beef broiled
8734;"Beef, roasted, cooked, prime, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib";100;393;33;22.86;0.00;0;Beef;" cooked, prime, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib"; roasted;Beef roasted
8735;"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean and fat, large end (ribs 6-9), rib";100;331;26;23.48;0.00;0;Beef;" cooked, select, trimmed to 0"" fat, separable lean and fat, large end (ribs 6-9), rib"; roasted;Beef roasted
8736;"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, large end (ribs 6-9), rib";100;372;30;22.80;0.00;0;Beef;" cooked, choice, trimmed to 0"" fat, separable lean and fat, large end (ribs 6-9), rib"; roasted;Beef roasted
8737;"Beef, cooked, select, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts";100;245;15;26.06;0.00;0.00;Beef;" select, trimmed to 1/8"" fat, separable lean and fat, composite of trimmed retail cuts"; cooked;Beef cooked
8738;"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, point half, brisket";100;349;27;24.40;0.00;0.00;Beef;" cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, point half, brisket"; braised;Beef braised
8739;"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast or steak";100;127;4.4;21.72;0.00;0.00;Beef;" select, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast or steak"; raw;Beef raw
8740;"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast or steak";100;133;5.3;21.17;0.07;0.00;Beef;" choice, trimmed to 0"" fat, separable lean and fat, boneless, shoulder pot roast or steak"; raw;Beef raw
8741;Margarine-like, with added vitamin D, without salt, stick/tub/bottle, 60% fat, vegetable oil spread;100;542;60;0.17;0.86;0.00;Margarine-like; without salt, stick/tub/bottle, 60% fat, vegetable oil spread; with added vitamin D;Margarine-like with added vitamin D
8742;"Lamb, roasted, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, arm, shoulder, domestic";100;279;20;22.53;0.00;0;Lamb;" cooked, choice, trimmed to 1/4"" fat, separable lean and fat, arm, shoulder, domestic"; roasted;Lamb roasted
8743;"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, arm, shoulder, domestic";100;346;24;30.39;0.00;0;Lamb;" cooked, choice, trimmed to 1/4"" fat, separable lean and fat, arm, shoulder, domestic"; braised;Lamb braised
8744;"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, arm, shoulder, domestic";100;281;20;24.44;0.00;0;Lamb;" cooked, choice, trimmed to 1/4"" fat, separable lean and fat, arm, shoulder, domestic"; broiled;Lamb broiled
8745;"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, roast, tip round, round";100;210;10;27.63;0.00;0.00;Beef;" cooked, select, trimmed to 1/8"" fat, separable lean and fat, roast, tip round, round"; roasted;Beef roasted
8746;"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, roast, tip round, round";100;228;12;27.27;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, roast, tip round, round"; roasted;Beef roasted
8747;Infant formula, not reconstituted, liquid concentrate, with iron, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON;100;127;6.7;3.53;13.12;13.08;Infant formula; liquid concentrate, with iron, NUTRAMIGEN, ENFAMIL, MEAD JOHNSON; not reconstituted;Infant formula not reconstituted
8748;Infant Formula, not reconstituted, Liquid concentrate, Infant, Premium LIPIL, ENFAMIL, MEAD JOHNSON;100;129;6.8;2.73;14.42;14.42;Infant Formula; Liquid concentrate, Infant, Premium LIPIL, ENFAMIL, MEAD JOHNSON; not reconstituted;Infant Formula not reconstituted
8749;Pork, raw, with added solution, separable lean only, blade (steaks), (Boston butt), shoulder, fresh;100;122;5.4;18.29;0.18;0.00;Pork; with added solution, separable lean only, blade (steaks), (Boston butt), shoulder, fresh; raw;Pork raw
8750;MORNINGSTAR FARMS Breakfast Sandwich Veggie Sausage Egg & Cheese English Muffin, unprepared, frozen;100;205;9.4;14.30;18.70;1.10;MORNINGSTAR FARMS Breakfast Sandwich Veggie Sausage Egg & Cheese English Muffin; frozen; unprepared;MORNINGSTAR FARMS Breakfast Sandwich Veggie Sausage Egg & Cheese English Muffin unprepared
8751;"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round";100;143;5.9;20.93;0.00;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean and fat, steak, tip center, knuckle, round"; raw;Beef raw
8752;"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round";100;175;5.3;29.87;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean only, roast, eye of round, round"; roasted;Beef roasted
8753;"Beef, braised, cooked, choice, trimmed to 1/8"" fat, separable lean only, steak, bottom round, round";100;228;9;34.22;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8"" fat, separable lean only, steak, bottom round, round"; braised;Beef braised
8754;"Beef, broiled, cooked, choice, trimmed to 1/8""fat, separable lean only, small end (ribs 10-12), rib";100;202;9.1;28.29;0.00;0.00;Beef;" cooked, choice, trimmed to 1/8""fat, separable lean only, small end (ribs 10-12), rib"; broiled;Beef broiled
8755;"Lamb, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, domestic";100;337;23;31.10;0.00;0;Lamb;" cooked, choice, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, domestic"; braised;Lamb braised
8756;"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast";100;200;8.3;31.32;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast"; braised;Beef braised
8757;"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast";100;190;7;31.71;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, separable lean only, boneless, shoulder pot roast"; braised;Beef braised
8758;"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak";100;283;20;24.95;0.00;0.00;Beef;" cooked, choice, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak"; grilled;Beef grilled
8759;"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak";100;267;19;25.03;0.00;0.00;Beef;" cooked, select, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak"; grilled;Beef grilled
8760;"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak";100;206;15;18.74;0.19;0.00;Beef;" all grades, trimmed to 0"" fat, separable lean only, outside skirt, boneless, plate steak"; raw;Beef raw
